Compte au 28/02/2023 : 8300.00 EUR
JPY/EUR : 0.482
USD/EUR : 1.445
Date;Montant;Devise;Categorie
13/07/2022;-922.07;EUR;Alimentation
27/06/2022;4245.91;USD;Aide
05/02/2022;-596.77;EUR;Communication
21/06/2022;-790.11;EUR;Enfants
15/03/2022;-879.03;USD;Assurance
12/05/2022;-107.75;JPY;Enfants
15/06/2022;-373.72;USD;Assurance
24/05/2022;-829.69;JPY;Alimentation
04/10/2022;-574.26;JPY;Alimentation
07/10/2022;-227.08;EUR;Habitation
29/06/2022;-458.08;JPY;Assurance
01/09/2022;-423.74;EUR;Transport
13/05/2022;-500.87;JPY;Loisir
24/10/2022;-191.38;EUR;Sante
31/08/2022;-970.92;EUR;Sante
08/09/2022;-64.81;USD;Loisir
07/02/2022;8575.17;EUR;Primes
26/01/2023;-406.91;USD;Sante
19/01/2023;-675.69;USD;Sante
10/03/2022;-904.45;USD;Transport
19/07/2022;798.98;JPY;Cadeau
11/07/2022;-195.96;USD;Assurance
05/08/2022;-15.89;JPY;Transport
11/07/2022;-307.06;JPY;Transport
08/05/2022;-758.81;JPY;Assurance
13/01/2023;5098.26;JPY;Aide
18/10/2022;-413.35;EUR;Transport
05/01/2022;-75.06;EUR;Alimentation
05/11/2022;-862.16;USD;Habitation
12/01/2023;-751.05;EUR;Assurance
23/12/2022;-914.77;EUR;Sante
27/10/2022;-408.61;JPY;Assurance
31/01/2023;-374.59;EUR;Alimentation
15/02/2022;-883.90;USD;Enfants
10/06/2022;-987.44;JPY;Alimentation
04/07/2022;-241.84;JPY;Assurance
06/03/2022;-417.83;JPY;Enfants
22/11/2022;-123.57;JPY;Habitation
08/09/2022;-231.03;USD;Sante
03/06/2022;-696.76;USD;Communication
10/01/2022;-114.27;EUR;Sante
29/12/2022;-6.94;EUR;Transport
19/07/2022;-414.65;JPY;Assurance
10/08/2022;-482.41;USD;Assurance
14/02/2023;-151.90;JPY;Alimentation
06/03/2022;-607.70;USD;Habitation
07/11/2022;-748.15;USD;Alimentation
18/01/2022;-185.34;USD;Communication
19/11/2022;-854.03;USD;Sante
19/03/2022;-317.61;USD;Enfants
04/01/2023;-328.57;USD;Transport
28/12/2022;1295.33;EUR;Primes
20/04/2022;-489.27;USD;Communication
31/10/2022;-997.08;JPY;Assurance
25/05/2022;-17.95;JPY;Enfants
24/02/2022;-686.71;USD;Enfants
15/12/2022;-139.13;USD;Enfants
23/06/2022;-243.15;EUR;Alimentation
15/01/2023;-23.40;JPY;Communication
30/04/2022;2130.86;JPY;Salaire
20/03/2022;-435.26;USD;Transport
28/12/2022;-560.97;JPY;Habitation
18/03/2022;-604.60;USD;Enfants
21/02/2022;-825.60;JPY;Communication
22/07/2022;-837.78;JPY;Enfants
15/05/2022;-81.21;EUR;Assurance
17/01/2023;-723.36;USD;Loisir
17/06/2022;-574.66;EUR;Transport
23/12/2022;-562.64;USD;Transport
08/05/2022;6218.37;EUR;Aide
11/07/2022;-341.05;USD;Assurance
27/05/2022;-669.07;JPY;Enfants
24/11/2022;-351.82;JPY;Sante
11/07/2022;-94.03;EUR;Transport
17/08/2022;-521.01;USD;Communication
20/01/2023;-394.51;USD;Enfants
19/10/2022;-959.03;JPY;Loisir
28/08/2022;-382.60;USD;Alimentation
01/11/2022;-776.99;USD;Alimentation
30/07/2022;-805.07;JPY;Sante
30/03/2022;-401.09;JPY;Communication
27/01/2023;-724.87;JPY;Enfants
03/02/2023;-234.76;JPY;Sante
11/12/2022;-495.87;USD;Habitation
02/02/2022;-570.64;EUR;Alimentation
18/11/2022;-992.33;USD;Sante
19/02/2022;-411.65;JPY;Transport
05/05/2022;-127.98;EUR;Assurance
21/12/2022;-653.02;JPY;Assurance
27/07/2022;-791.90;EUR;Communication
04/01/2022;-192.42;EUR;Loisir
25/09/2022;-269.08;JPY;Sante
30/01/2023;-174.71;USD;Loisir
16/08/2022;-265.60;JPY;Sante
19/10/2022;-189.47;JPY;Enfants
26/06/2022;-864.48;EUR;Assurance
12/02/2023;-963.48;JPY;Assurance
21/01/2023;-94.60;JPY;Assurance
13/01/2022;-416.60;JPY;Sante
09/10/2022;3097.71;USD;Cadeau
07/04/2022;-124.84;USD;Sante
08/12/2022;-495.53;USD;Habitation
20/11/2022;585.92;JPY;Cadeau
14/02/2023;-202.12;USD;Sante
07/07/2022;-471.33;JPY;Alimentation
28/04/2022;-361.53;EUR;Assurance
17/02/2022;-311.09;USD;Loisir
22/12/2022;-371.51;USD;Transport
29/06/2022;-588.77;EUR;Assurance
09/02/2023;-610.90;JPY;Assurance
17/07/2022;9556.08;EUR;Cadeau
13/11/2022;-358.37;USD;Loisir
10/07/2022;-257.14;USD;Assurance
14/07/2022;-722.17;USD;Communication
12/09/2022;-618.96;EUR;Habitation
25/12/2022;-413.35;JPY;Transport
07/10/2022;-438.73;EUR;Assurance
08/03/2022;-255.57;USD;Alimentation
26/07/2022;-795.90;USD;Assurance
14/03/2022;-987.20;EUR;Alimentation
15/04/2022;-42.67;USD;Transport
23/12/2022;-892.86;USD;Alimentation
25/05/2022;-499.14;EUR;Alimentation
09/01/2022;-999.96;USD;Habitation
29/03/2022;-139.72;USD;Assurance
06/12/2022;-268.31;EUR;Transport
31/12/2022;-329.93;JPY;Loisir
19/09/2022;799.10;JPY;Primes
21/04/2022;-863.15;USD;Habitation
20/02/2023;-594.09;EUR;Loisir
14/03/2022;-367.18;USD;Transport
16/02/2022;4948.98;USD;Salaire
02/09/2022;-706.87;EUR;Communication
08/01/2022;-668.10;EUR;Alimentation
27/01/2023;-101.85;JPY;Transport
25/05/2022;-622.96;JPY;Enfants
03/04/2022;-965.87;EUR;Assurance
31/07/2022;-934.20;USD;Loisir
25/02/2022;-704.79;USD;Loisir
21/08/2022;-757.64;JPY;Loisir
18/05/2022;-590.44;EUR;Alimentation
31/01/2022;-418.63;EUR;Enfants
22/07/2022;-613.02;USD;Alimentation
16/09/2022;-655.04;EUR;Loisir
04/02/2022;1449.26;JPY;Aide
08/04/2022;4374.38;JPY;Aide
03/09/2022;-658.32;JPY;Communication
21/09/2022;-777.80;EUR;Communication
07/02/2022;-795.07;JPY;Communication
05/08/2022;-80.59;USD;Assurance
12/01/2023;-582.70;JPY;Loisir
18/03/2022;-820.62;JPY;Alimentation
22/09/2022;-648.26;JPY;Assurance
12/12/2022;-917.70;EUR;Transport
18/12/2022;-624.21;USD;Assurance
30/04/2022;-475.10;EUR;Assurance
06/03/2022;-879.00;JPY;Loisir
04/01/2022;9069.37;USD;Aide
04/12/2022;-881.01;JPY;Transport
03/07/2022;-69.02;JPY;Communication
09/09/2022;-992.08;EUR;Transport
27/04/2022;-921.93;JPY;Transport
23/10/2022;-668.45;JPY;Communication
11/11/2022;-785.48;USD;Assurance
19/01/2023;-437.65;JPY;Habitation
05/02/2023;-635.76;EUR;Transport
02/04/2022;-763.10;USD;Sante
09/03/2022;-628.32;USD;Enfants
05/02/2022;-102.86;EUR;Communication
01/03/2022;9401.66;USD;Aide
30/09/2022;-534.15;JPY;Communication
11/03/2022;-307.43;USD;Sante
25/09/2022;-594.09;USD;Assurance
29/01/2023;-108.30;USD;Habitation
23/02/2022;-191.95;JPY;Transport
07/12/2022;2909.90;EUR;Cadeau
10/01/2022;-232.54;EUR;Sante
13/10/2022;-17.33;JPY;Enfants
22/12/2022;-71.80;EUR;Sante
24/07/2022;-615.57;EUR;Assurance
15/01/2022;4494.26;JPY;Aide
12/07/2022;-812.46;USD;Habitation
31/12/2022;-183.09;JPY;Enfants
21/06/2022;-572.50;EUR;Alimentation
22/01/2023;1223.52;USD;Salaire
24/01/2022;-40.93;EUR;Loisir
26/03/2022;-37.03;EUR;Enfants
27/08/2022;-561.21;USD;Habitation
30/12/2022;-525.91;USD;Alimentation
07/10/2022;-305.36;USD;Alimentation
18/01/2023;-570.99;EUR;Assurance
15/01/2023;-825.46;USD;Sante
25/06/2022;-488.75;EUR;Loisir
15/12/2022;-994.82;JPY;Alimentation
20/12/2022;-992.94;USD;Enfants
17/06/2022;-778.68;USD;Loisir
09/11/2022;-648.90;EUR;Communication
21/09/2022;-890.76;EUR;Enfants
08/11/2022;-934.61;EUR;Alimentation
09/06/2022;-220.92;EUR;Communication
09/10/2022;3712.75;EUR;Salaire
21/01/2023;-223.20;USD;Assurance
25/02/2022;-304.60;USD;Alimentation
18/11/2022;1705.24;JPY;Primes
30/01/2023;8035.04;EUR;Aide
16/01/2023;-846.24;USD;Assurance
17/03/2022;-637.15;JPY;Transport
07/06/2022;-367.21;EUR;Habitation
20/06/2022;-530.90;EUR;Loisir
04/07/2022;-540.70;EUR;Alimentation
30/03/2022;-445.88;USD;Communication
30/12/2022;-240.93;JPY;Alimentation
03/02/2022;-882.59;USD;Loisir
26/07/2022;-327.31;EUR;Sante
19/06/2022;-38.54;EUR;Alimentation
23/06/2022;-542.70;JPY;Enfants
05/06/2022;-795.19;EUR;Enfants
03/11/2022;-176.92;USD;Loisir
27/02/2022;-459.72;EUR;Enfants
08/08/2022;-58.98;EUR;Habitation
18/02/2022;-405.58;USD;Communication
14/03/2022;-394.52;USD;Alimentation
18/05/2022;-288.83;EUR;Sante
29/04/2022;-610.53;JPY;Enfants
14/05/2022;-967.12;JPY;Habitation
29/01/2023;-21.35;EUR;Communication
29/05/2022;5299.07;EUR;Primes
08/02/2023;-179.70;JPY;Alimentation
23/05/2022;-803.52;EUR;Communication
20/12/2022;-324.17;USD;Transport
17/01/2023;-350.42;EUR;Alimentation
03/03/2022;-502.72;JPY;Alimentation
05/03/2022;-176.17;JPY;Alimentation
30/11/2022;-71.74;USD;Assurance
13/02/2022;-848.09;USD;Sante
03/08/2022;-707.50;EUR;Loisir
17/09/2022;-490.69;JPY;Transport
03/01/2022;-296.02;EUR;Assurance
14/07/2022;-213.28;JPY;Transport
10/03/2022;-2.59;EUR;Transport
20/11/2022;-854.98;USD;Enfants
29/01/2022;-687.35;JPY;Habitation
03/07/2022;-222.05;JPY;Communication
03/10/2022;-275.08;USD;Alimentation
30/07/2022;-882.79;USD;Communication
07/01/2023;-175.11;USD;Transport
02/08/2022;-559.23;JPY;Communication
16/11/2022;-934.20;EUR;Loisir
13/05/2022;-546.79;USD;Communication
12/04/2022;4404.01;EUR;Salaire
06/01/2023;-544.69;EUR;Alimentation
08/01/2023;-266.37;JPY;Habitation
07/01/2023;-298.87;USD;Sante
02/01/2023;-310.97;EUR;Habitation
31/10/2022;-144.84;EUR;Alimentation
03/02/2023;3569.24;JPY;Primes
07/07/2022;-21.38;EUR;Enfants
08/02/2023;-449.84;JPY;Sante
28/07/2022;-988.28;USD;Assurance
09/01/2022;-141.52;EUR;Enfants
24/01/2023;-206.51;USD;Habitation
07/11/2022;-305.63;EUR;Loisir
13/08/2022;-288.79;EUR;Enfants
29/12/2022;-36.89;USD;Loisir
29/06/2022;-523.95;JPY;Enfants
04/11/2022;-705.63;EUR;Assurance
06/12/2022;2947.91;EUR;Primes
12/04/2022;5948.77;USD;Salaire
03/10/2022;-375.59;USD;Loisir
30/03/2022;-730.57;USD;Loisir
14/02/2023;-602.30;JPY;Alimentation
20/06/2022;-362.07;USD;Enfants
17/01/2022;-53.14;EUR;Transport
12/04/2022;-166.38;USD;Assurance
26/04/2022;-521.15;USD;Communication
24/01/2022;-935.17;USD;Sante
05/01/2022;-122.23;EUR;Habitation
31/03/2022;3876.22;EUR;Salaire
03/01/2023;-999.01;USD;Alimentation
11/09/2022;-226.26;EUR;Enfants
20/01/2022;-120.78;USD;Habitation
12/07/2022;1798.83;EUR;Cadeau
17/07/2022;-715.74;EUR;Loisir
17/01/2023;65.30;USD;Aide
23/12/2022;-112.24;USD;Sante
26/04/2022;-872.85;EUR;Alimentation
12/12/2022;-639.64;JPY;Transport
05/01/2023;-493.01;USD;Habitation
15/01/2022;-72.41;EUR;Sante
11/03/2022;-875.66;USD;Alimentation
09/09/2022;-763.86;JPY;Habitation
24/01/2023;-550.79;EUR;Alimentation
03/09/2022;-865.35;EUR;Sante
14/12/2022;-892.88;JPY;Communication
26/06/2022;-630.12;JPY;Assurance
23/11/2022;-2.80;EUR;Sante
17/06/2022;-425.85;EUR;Sante
28/01/2022;7163.36;EUR;Salaire
21/05/2022;-325.98;USD;Alimentation
12/03/2022;-826.26;JPY;Enfants
25/04/2022;-110.41;JPY;Assurance
09/02/2023;-27.71;EUR;Communication
23/01/2023;-469.09;JPY;Communication
10/03/2022;-659.56;JPY;Communication
19/02/2022;-733.22;USD;Assurance
11/02/2022;-271.20;JPY;Alimentation
03/02/2023;3247.30;EUR;Aide
02/05/2022;-560.30;EUR;Transport
17/01/2022;7070.29;USD;Primes
28/12/2022;-603.65;JPY;Enfants
31/07/2022;-44.19;EUR;Alimentation
14/08/2022;-444.92;JPY;Loisir
20/10/2022;-335.42;JPY;Communication
10/09/2022;-154.52;USD;Transport
09/09/2022;4523.83;USD;Primes
21/06/2022;-111.00;EUR;Loisir
26/07/2022;4442.99;JPY;Aide
15/01/2023;-168.33;EUR;Loisir
19/12/2022;-590.42;JPY;Loisir
20/10/2022;-743.44;EUR;Alimentation
25/10/2022;-143.38;USD;Enfants
24/01/2022;-546.11;USD;Sante
28/06/2022;-404.53;JPY;Transport
18/04/2022;-407.26;USD;Loisir
02/07/2022;-952.41;EUR;Habitation
06/01/2022;-471.89;EUR;Transport
05/10/2022;696.32;JPY;Cadeau
27/05/2022;-938.27;EUR;Loisir
02/06/2022;-597.48;JPY;Communication
04/07/2022;-761.65;USD;Communication
04/05/2022;1214.09;JPY;Primes
14/11/2022;-881.04;JPY;Habitation
01/09/2022;-250.81;EUR;Communication
30/05/2022;4719.70;JPY;Salaire
14/05/2022;-255.76;USD;Habitation
16/12/2022;-246.86;JPY;Sante
15/04/2022;-815.28;JPY;Sante
16/08/2022;-162.11;USD;Transport
15/07/2022;-83.09;USD;Loisir
18/02/2022;-378.39;EUR;Communication
08/02/2023;-925.97;USD;Sante
17/01/2022;-740.56;EUR;Transport
03/08/2022;-163.96;USD;Assurance
17/11/2022;-572.38;JPY;Assurance
24/03/2022;-43.20;USD;Habitation
09/04/2022;-740.75;EUR;Assurance
12/07/2022;-125.32;EUR;Communication
16/05/2022;-294.36;EUR;Habitation
02/12/2022;-998.65;EUR;Sante
08/05/2022;6389.00;USD;Aide
15/08/2022;-535.34;EUR;Alimentation
21/01/2023;-373.52;JPY;Communication
05/05/2022;-513.92;EUR;Loisir
12/06/2022;-7.55;JPY;Loisir
17/07/2022;-276.76;EUR;Sante
25/03/2022;-881.28;EUR;Enfants
06/09/2022;-164.86;JPY;Assurance
21/01/2023;-971.33;EUR;Enfants
01/02/2023;-483.13;JPY;Transport
02/05/2022;-774.80;EUR;Alimentation
05/05/2022;-726.30;USD;Enfants
22/04/2022;-412.36;JPY;Sante
20/01/2022;-235.16;EUR;Loisir
26/02/2022;-606.22;EUR;Communication
24/06/2022;-973.82;EUR;Sante
17/02/2023;-600.74;JPY;Alimentation
26/06/2022;-865.58;EUR;Transport
29/12/2022;-801.55;EUR;Transport
03/08/2022;-208.76;USD;Transport
26/10/2022;-470.89;USD;Sante
13/10/2022;-456.12;USD;Communication
16/05/2022;-664.31;JPY;Transport
05/10/2022;-590.20;USD;Loisir
17/03/2022;-104.06;JPY;Alimentation
19/05/2022;5079.75;JPY;Aide
29/03/2022;4308.65;JPY;Primes
06/08/2022;-87.98;USD;Assurance
08/02/2023;-419.37;USD;Loisir
28/03/2022;-851.89;JPY;Enfants
20/01/2023;-561.06;USD;Transport
13/09/2022;-736.98;USD;Communication
16/03/2022;-483.88;EUR;Communication
08/01/2023;-971.64;EUR;Sante
29/08/2022;-247.40;JPY;Sante
13/11/2022;-500.38;USD;Loisir
20/07/2022;-661.93;EUR;Communication
27/09/2022;-38.92;USD;Alimentation
23/11/2022;-581.48;JPY;Loisir
21/07/2022;-233.09;EUR;Transport
08/04/2022;5633.14;USD;Primes
09/10/2022;-886.43;JPY;Loisir
16/02/2022;-179.38;EUR;Enfants
03/08/2022;-291.90;USD;Communication
22/12/2022;-591.97;EUR;Loisir
19/02/2023;-433.96;USD;Alimentation
08/08/2022;-458.86;EUR;Loisir
17/01/2023;-227.90;USD;Communication
14/11/2022;-144.15;EUR;Transport
09/09/2022;-249.72;EUR;Enfants
22/03/2022;6636.09;USD;Salaire
25/09/2022;-364.01;EUR;Sante
12/04/2022;-376.22;JPY;Communication
29/09/2022;-906.03;EUR;Transport
30/04/2022;-835.62;EUR;Loisir
24/10/2022;-437.77;JPY;Alimentation
07/11/2022;-407.08;JPY;Alimentation
26/12/2022;-938.70;EUR;Loisir
19/08/2022;-978.75;JPY;Sante
10/06/2022;-270.69;USD;Assurance
18/10/2022;-155.82;JPY;Sante
29/05/2022;-646.21;USD;Communication
27/03/2022;-443.58;EUR;Enfants
14/12/2022;-703.08;JPY;Loisir
25/10/2022;-673.68;JPY;Sante
09/05/2022;-855.21;USD;Alimentation
03/07/2022;-906.46;JPY;Communication
04/09/2022;6594.88;EUR;Aide
01/04/2022;-576.09;JPY;Enfants
15/02/2022;-799.96;EUR;Loisir
12/10/2022;-458.69;EUR;Communication
11/01/2022;-218.62;EUR;Communication
28/07/2022;-113.14;EUR;Sante
05/05/2022;5199.26;USD;Cadeau
15/03/2022;-457.64;USD;Loisir
27/02/2022;-1.56;EUR;Enfants
31/07/2022;-696.10;USD;Enfants
13/02/2023;-588.45;USD;Enfants
05/06/2022;3274.83;JPY;Salaire
13/02/2022;-250.31;EUR;Enfants
03/09/2022;-230.82;EUR;Sante
04/04/2022;-36.43;EUR;Sante
10/01/2022;-68.51;USD;Enfants
02/12/2022;-743.89;USD;Alimentation
23/10/2022;1756.48;JPY;Cadeau
20/12/2022;-784.49;USD;Communication
05/01/2023;-795.05;EUR;Sante
26/04/2022;-403.00;JPY;Habitation
29/01/2023;-431.61;JPY;Transport
07/05/2022;7531.50;JPY;Salaire
31/05/2022;-676.61;EUR;Assurance
22/06/2022;-525.69;USD;Alimentation
03/07/2022;-641.59;USD;Transport
06/04/2022;-776.78;EUR;Habitation
17/06/2022;-809.33;JPY;Enfants
27/04/2022;-211.84;USD;Alimentation
09/02/2022;-938.59;EUR;Enfants
30/03/2022;-642.71;USD;Enfants
10/11/2022;-46.23;JPY;Sante
07/05/2022;-886.00;JPY;Communication
08/08/2022;-577.91;EUR;Communication
18/08/2022;-746.75;EUR;Assurance
26/03/2022;-77.95;EUR;Alimentation
28/07/2022;-421.24;JPY;Communication
01/09/2022;-396.89;USD;Assurance
29/05/2022;-953.16;USD;Alimentation
13/06/2022;-534.94;JPY;Transport
04/08/2022;-765.37;USD;Communication
13/07/2022;-358.54;USD;Sante
08/10/2022;-720.11;JPY;Loisir
03/01/2023;-207.76;EUR;Alimentation
24/02/2022;-154.07;EUR;Enfants
07/09/2022;2015.04;EUR;Salaire
05/10/2022;1696.52;JPY;Primes
03/11/2022;-801.07;EUR;Transport
05/04/2022;-928.07;EUR;Sante
22/09/2022;-123.36;EUR;Assurance
19/03/2022;-412.85;JPY;Transport
01/06/2022;-525.05;JPY;Communication
20/04/2022;-197.54;EUR;Sante
30/07/2022;-747.94;EUR;Communication
04/02/2022;-56.18;JPY;Assurance
26/03/2022;-113.21;JPY;Habitation
17/07/2022;-877.52;EUR;Sante
17/04/2022;-294.95;JPY;Alimentation
30/03/2022;-959.68;USD;Enfants
13/01/2022;-673.70;USD;Communication
05/01/2023;-795.40;JPY;Transport
23/02/2022;-665.60;JPY;Sante
15/04/2022;-680.83;EUR;Loisir
10/06/2022;-917.09;JPY;Communication
29/03/2022;-39.30;EUR;Transport
20/02/2022;-447.38;JPY;Loisir
09/08/2022;-480.18;EUR;Assurance
10/10/2022;-129.38;JPY;Habitation
03/09/2022;-413.34;EUR;Assurance
09/08/2022;-750.62;USD;Habitation
17/02/2022;-820.11;EUR;Assurance
20/12/2022;-575.39;USD;Alimentation
11/10/2022;-712.18;USD;Communication
17/11/2022;-363.93;EUR;Habitation
17/04/2022;-11.62;EUR;Assurance
28/11/2022;-731.49;EUR;Transport
04/06/2022;-34.29;EUR;Enfants
22/10/2022;-465.35;USD;Communication
13/02/2022;-675.58;JPY;Alimentation
31/12/2022;7481.23;JPY;Aide
11/03/2022;-532.75;JPY;Transport
12/02/2022;-635.48;EUR;Assurance
19/02/2022;-271.96;EUR;Transport
27/09/2022;-447.20;JPY;Enfants
07/05/2022;9607.53;USD;Salaire
30/08/2022;-187.48;EUR;Assurance
21/01/2022;-992.00;EUR;Alimentation
15/12/2022;-358.64;EUR;Habitation
31/01/2022;-408.40;USD;Assurance
13/12/2022;-485.28;USD;Enfants
28/06/2022;-908.95;JPY;Transport
27/03/2022;8752.73;USD;Cadeau
16/01/2023;-510.18;EUR;Habitation
22/02/2022;-222.63;EUR;Habitation
01/05/2022;-445.46;EUR;Loisir
09/01/2023;-447.27;JPY;Habitation
09/02/2022;-682.19;EUR;Habitation
28/02/2022;-101.41;JPY;Alimentation
05/02/2023;-811.66;EUR;Loisir
23/08/2022;-331.00;JPY;Transport
11/09/2022;-298.10;JPY;Sante
14/02/2023;-762.38;USD;Sante
12/11/2022;-144.43;JPY;Sante
07/04/2022;-206.14;USD;Alimentation
11/01/2022;-473.62;EUR;Transport
18/07/2022;-386.57;EUR;Communication
24/08/2022;-676.87;USD;Transport
28/11/2022;-900.43;JPY;Communication
07/06/2022;-441.77;EUR;Assurance
07/12/2022;-902.64;USD;Habitation
29/05/2022;-902.47;JPY;Assurance
26/02/2022;-158.82;USD;Assurance
06/09/2022;-756.34;EUR;Alimentation
04/02/2022;-755.34;USD;Communication
18/05/2022;-324.08;JPY;Transport
31/08/2022;-144.43;EUR;Habitation
28/08/2022;-782.99;EUR;Alimentation
03/10/2022;9331.21;USD;Cadeau
23/09/2022;-453.34;JPY;Alimentation
16/09/2022;-309.16;EUR;Sante
27/01/2022;-266.87;EUR;Alimentation
14/01/2022;-81.13;USD;Enfants
17/02/2023;-8.96;JPY;Transport
06/12/2022;4348.25;EUR;Salaire
04/03/2022;-263.06;JPY;Enfants
01/01/2023;-428.31;JPY;Loisir
24/04/2022;-917.63;USD;Loisir
09/05/2022;-757.40;EUR;Assurance
31/08/2022;4843.12;USD;Salaire
20/09/2022;-711.23;USD;Alimentation
19/03/2022;-231.42;EUR;Habitation
30/11/2022;-564.27;EUR;Alimentation
09/09/2022;-302.69;EUR;Sante
01/02/2022;-355.77;USD;Enfants
25/01/2022;-139.82;EUR;Loisir
04/10/2022;-600.25;USD;Alimentation
11/03/2022;-902.21;JPY;Enfants
18/01/2022;-832.73;JPY;Enfants
06/11/2022;-569.08;EUR;Habitation
27/04/2022;-196.91;EUR;Habitation
25/04/2022;-126.70;JPY;Transport
20/01/2022;-67.79;JPY;Sante
25/03/2022;-37.60;EUR;Communication
20/10/2022;-577.58;USD;Alimentation
11/04/2022;-369.76;JPY;Alimentation
23/07/2022;8524.67;USD;Cadeau
14/07/2022;3207.68;JPY;Aide
17/01/2022;-192.95;USD;Communication
10/02/2023;-962.09;USD;Alimentation
21/10/2022;-469.46;JPY;Communication
19/10/2022;-752.53;EUR;Transport
12/01/2023;-301.51;USD;Sante
22/03/2022;-555.54;JPY;Sante
01/01/2023;-203.32;JPY;Communication
31/07/2022;-224.10;JPY;Assurance
27/04/2022;-803.59;JPY;Communication
08/01/2022;-184.09;JPY;Transport
25/10/2022;-164.92;USD;Assurance
04/11/2022;-548.43;JPY;Enfants
24/06/2022;-982.61;EUR;Enfants
29/07/2022;-784.52;EUR;Sante
18/07/2022;-890.57;EUR;Enfants
12/02/2022;-502.31;EUR;Loisir
05/01/2022;-598.72;JPY;Loisir
25/10/2022;-620.14;JPY;Transport
04/02/2023;-304.13;EUR;Assurance
04/05/2022;-689.36;EUR;Enfants
08/04/2022;-20.44;USD;Loisir
10/12/2022;-919.57;JPY;Enfants
09/04/2022;-417.00;JPY;Alimentation
08/12/2022;-273.54;JPY;Loisir
03/01/2023;820.33;JPY;Salaire
14/03/2022;-839.13;USD;Habitation
21/06/2022;-463.66;EUR;Sante
16/02/2023;-141.50;USD;Sante
27/11/2022;-821.27;JPY;Loisir
15/08/2022;-585.56;JPY;Assurance
10/01/2022;-761.07;JPY;Assurance
05/03/2022;-151.95;EUR;Alimentation
15/02/2023;-565.73;EUR;Assurance
18/11/2022;-126.72;EUR;Communication
10/10/2022;-723.49;USD;Sante
26/01/2022;-209.48;JPY;Alimentation
02/09/2022;-845.51;USD;Communication
28/09/2022;-635.59;USD;Habitation
15/12/2022;-866.62;USD;Enfants
06/04/2022;-758.86;JPY;Sante
23/06/2022;-338.97;USD;Enfants
05/05/2022;-230.48;USD;Habitation
28/01/2023;-470.10;EUR;Sante
28/02/2022;-94.43;USD;Loisir
27/02/2022;-720.44;USD;Loisir
04/12/2022;-182.03;JPY;Habitation
06/05/2022;3114.62;EUR;Cadeau
14/04/2022;-391.73;USD;Assurance
24/06/2022;-292.97;JPY;Enfants
02/06/2022;-693.09;EUR;Enfants
26/02/2022;-205.27;JPY;Sante
17/10/2022;-717.46;EUR;Habitation
19/02/2022;-482.99;USD;Enfants
20/09/2022;-278.11;USD;Loisir
08/11/2022;-486.29;USD;Communication
18/12/2022;-36.22;JPY;Enfants
19/02/2022;-42.68;JPY;Loisir
10/02/2022;-556.13;JPY;Communication
10/08/2022;-112.48;JPY;Loisir
25/01/2023;-696.38;JPY;Transport
07/02/2022;-312.54;JPY;Assurance
27/09/2022;-611.58;EUR;Enfants
02/10/2022;-935.43;USD;Enfants
01/02/2022;-492.11;USD;Assurance
01/02/2022;-529.85;JPY;Habitation
22/09/2022;-559.57;USD;Loisir
03/03/2022;-141.59;USD;Assurance
02/12/2022;-116.17;EUR;Transport
21/07/2022;-411.70;JPY;Transport
06/09/2022;-585.64;EUR;Communication
05/07/2022;-246.64;JPY;Assurance
21/08/2022;-553.63;EUR;Habitation
07/02/2022;-240.97;JPY;Loisir
04/08/2022;-509.65;USD;Loisir
04/02/2023;-480.45;EUR;Enfants
04/10/2022;5993.36;USD;Cadeau
21/01/2022;-500.08;JPY;Enfants
10/01/2023;-239.15;USD;Loisir
16/04/2022;-910.06;EUR;Alimentation
12/04/2022;-464.45;JPY;Alimentation
06/02/2022;-20.82;JPY;Enfants
06/02/2023;-93.04;EUR;Alimentation
04/02/2023;-89.08;EUR;Alimentation
03/09/2022;-475.63;EUR;Assurance
27/04/2022;-54.06;EUR;Assurance
21/01/2022;-202.28;EUR;Enfants
24/03/2022;-797.77;USD;Communication
13/01/2022;-583.04;JPY;Sante
03/12/2022;-180.23;USD;Loisir
10/03/2022;-592.46;EUR;Assurance
16/11/2022;-375.98;JPY;Enfants
14/01/2022;-703.23;JPY;Loisir
14/11/2022;-20.92;EUR;Sante
09/03/2022;-739.29;JPY;Communication
03/01/2022;-504.25;USD;Communication
11/02/2022;-668.13;EUR;Enfants
09/07/2022;-8.10;EUR;Transport
09/12/2022;-881.43;USD;Communication
16/05/2022;-643.27;JPY;Loisir
24/11/2022;-905.36;JPY;Transport
26/06/2022;-850.47;JPY;Enfants
21/04/2022;-767.10;EUR;Transport
01/06/2022;5819.92;EUR;Cadeau
10/11/2022;-865.95;JPY;Communication
27/04/2022;-225.71;EUR;Assurance
31/05/2022;-768.33;USD;Alimentation
22/03/2022;-695.92;JPY;Habitation
10/09/2022;3349.82;USD;Cadeau
24/01/2022;-571.17;EUR;Communication
06/11/2022;-475.81;JPY;Transport
19/01/2023;-944.14;USD;Transport
24/03/2022;-651.01;JPY;Assurance
26/07/2022;-307.74;EUR;Habitation
06/10/2022;-805.65;USD;Enfants
24/06/2022;-493.40;EUR;Assurance
23/10/2022;778.00;USD;Cadeau
04/01/2023;-873.20;EUR;Transport
15/04/2022;-250.48;USD;Assurance
